heuristic, dimensions, error, runtime, iterations
sqeuclidean, 6, 1.09215763189e-06, 0.049417, 4
canberra, 6, 5.33333306407e-07, 0.127226, 7
chebyshev, 6, 4.99999998738e-07, 0.038135, 5
cityblock, 6, 1.09464259879e-06, 0.020167, 3
cosine, 6, 2.96829227864e-08, 1.07377, 362
euclidean, 6, 8.01749379775e-07, 0.019925, 3
hamming, 6, 3.33333318281e-07, 0.893985, 131
minkowski-0.5n, 6, 7.24603125946e-07, 0.022466, 3
minkowski-n, 6, 6.55873648725e-07, 0.021531, 3
null, 6, 0.0, 0.499772, 539
seuclidean, 6, nan, 3.747893, 882
sqeuclidean, 6, 1.09464259879e-06, 0.020287, 3
canberra, 6, 7.14913866773e-07, 0.01283, 5
chebyshev, 6, 4.99999970316e-07, 0.026127, 13
cityblock, 6, 8.64792809807e-07, 0.00760500000001, 3
cosine, 6, 2.12864676996e-08, 0.430904, 240
euclidean, 6, 7.07106778464e-07, 0.01992, 4
hamming, 6, 1.66666652035e-07, 0.281375, 130
minkowski-0.5n, 6, 6.29960524634e-07, 0.00889899999999, 3
minkowski-n, 6, 5.61231018992e-07, 0.015692, 6
null, 6, 0.0, 0.367823, 446
seuclidean, 6, nan, 0.221859, 33
sqeuclidean, 6, 8.64792809807e-07, 0.00793200000001, 3
canberra, 6, 6.65178603754e-07, 0.033907, 6
chebyshev, 6, 4.99999970316e-07, 0.042884, 27
cityblock, 6, 1.03504478943e-06, 0.039821, 4
cosine, 6, 1.58770774306e-08, 0.446429, 258
euclidean, 6, 7.42151584632e-07, 0.017237, 6
hamming, 6, 3.33333318281e-07, 0.174535, 95
minkowski-0.5n, 6, 6.65005316591e-07, 0.01949, 7
minkowski-n, 6, 6.29960510423e-07, 0.052874, 19
null, 6, 0.0, 0.306743, 409
seuclidean, 6, nan, 1.221616, 935
sqeuclidean, 6, 1.03504478943e-06, 0.042524, 4
canberra, 6, 0.0, 0.044105, 8
chebyshev, 6, 0.0, 0.00858399999998, 2
cityblock, 6, 0.0, 0.00681, 2
cosine, 6, 0.0, 0.281213, 115
euclidean, 6, 0.0, 0.00674099999998, 2
hamming, 6, 0.0, 0.308427, 29
minkowski-0.5n, 6, 0.0, 0.007653, 2
minkowski-n, 6, 0.0, 0.00730799999999, 2
null, 6, 0.0, 0.124058, 138
seuclidean, 6, nan, 4.451285, 2233
sqeuclidean, 6, 0.0, 0.00698700000001, 2
canberra, 6, 4.99999970316e-07, 0.071222, 8
chebyshev, 6, 4.99999970316e-07, 0.048744, 12
cityblock, 6, 1.07484174805e-06, 0.016699, 3
cosine, 6, 7.35985707934e-08, 0.32884, 150
euclidean, 6, 8.35298735069e-07, 0.020822, 3
hamming, 6, 2.49999999369e-07, 0.365822, 73
minkowski-0.5n, 6, 7.5815249545e-07, 0.025207, 3
minkowski-n, 6, 6.00468467837e-07, 0.014224, 3
null, 6, 0.0, 0.229157, 287
seuclidean, 6, nan, 0.979968, 383
sqeuclidean, 6, 1.07484174805e-06, 0.015451, 3
canberra, 6, 9.47886618974e-07, 0.656012, 71
chebyshev, 6, 1.49999989674e-06, 0.225653, 104
cityblock, 6, 3.74670084113e-06, 0.057795, 5
cosine, 6, 1.57072747697e-07, 1.87396, 1294
euclidean, 6, 2.02973819796e-06, 0.062239, 7
hamming, 6, 6.66666636562e-07, 1.59902, 742
minkowski-0.5n, 6, 1.79625136809e-06, 0.159966, 18
minkowski-n, 6, 1.77774899157e-06, 0.282114, 56
null, 6, 0.0, 1.332118, 1684
seuclidean, 6, nan, 2.993932, 1206
sqeuclidean, 6, 4.74670076756e-06, 0.04857, 5
canberra, 6, 1.27165100139e-06, 0.060983, 23
chebyshev, 6, 4.99999970316e-07, 0.176991, 28
cityblock, 6, 1.8544438376e-06, 0.017287, 3
cosine, 6, 5.27863903699e-08, 1.652351, 928
euclidean, 6, 1.0049843695e-06, 0.029272, 5
hamming, 6, 4.16666637193e-07, 1.478125, 696
minkowski-0.5n, 6, 8.5498793112e-07, 0.065159, 8
minkowski-n, 6, 6.53830213082e-07, 0.098831, 13
null, 6, 0.0, 1.426917, 1742
seuclidean, 6, nan, 3.575674, 1171
sqeuclidean, 6, 1.8544438376e-06, 0.013885, 3
canberra, 6, 4.33333298133e-07, 0.052877, 8
chebyshev, 6, 4.99999970316e-07, 0.042247, 17
cityblock, 6, 1.03919468586e-06, 0.020619, 4
cosine, 6, 1.69541038986e-08, 0.863258, 367
euclidean, 6, 7.46301481058e-07, 0.017069, 3
hamming, 6, 2.49999999369e-07, 0.44683, 167
minkowski-0.5n, 6, 7.21124763459e-07, 0.041291, 6
minkowski-n, 6, 6.00468453626e-07, 0.097703, 12
null, 6, 0.0, 0.678141, 659
seuclidean, 6, nan, 3.536026, 1503
sqeuclidean, 6, 1.03919468586e-06, 0.025123, 4
canberra, 6, 0.0, 0.011215, 2
chebyshev, 6, 0.0, 0.011293, 2
cityblock, 6, 0.0, 0.011039, 2
cosine, 6, 0.0, 0.080506, 8
euclidean, 6, 0.0, 0.00936800000002, 2
hamming, 6, 0.0, 0.009242, 2
minkowski-0.5n, 6, 0.0, 0.010148, 2
minkowski-n, 6, 0.0, 0.010038, 2
null, 6, 0.0, 0.054844, 59
seuclidean, 6, nan, 2.465432, 1501
sqeuclidean, 6, 0.0, 0.010481, 2
canberra, 6, 0.0, 0.049661, 9
chebyshev, 6, 0.0, 0.007025, 2
cityblock, 6, 0.0, 0.00617500000001, 2
cosine, 6, 0.0, 0.216014, 186
euclidean, 6, 0.0, 0.006404, 2
hamming, 6, 0.0, 0.154869, 84
minkowski-0.5n, 6, 0.0, 0.00692599999999, 2
minkowski-n, 6, 0.0, 0.00654800000001, 2
null, 6, 0.0, 0.146348, 214
seuclidean, 6, nan, 0.943762, 883
sqeuclidean, 6, 0.0, 0.00632299999998, 2
canberra, 6, 1.68983942217e-06, 0.254258, 26
chebyshev, 6, 1.49999992516e-06, 0.08422, 23
cityblock, 6, 4.12493309909e-06, 0.029336, 4
cosine, 6, 1.37704404324e-07, 1.458079, 1046
euclidean, 6, 2.3013051873e-06, 0.027251, 4
hamming, 6, 5.8333331765e-07, 1.011452, 432
minkowski-0.5n, 6, 2.00979972931e-06, 0.027541, 4
minkowski-n, 6, 1.6880353968e-06, 0.026492, 4
null, 6, 0.0, 0.819925, 1050
seuclidean, 6, nan, 2.062214, 532
sqeuclidean, 6, 6.12493302299e-06, 0.025919, 4
canberra, 6, 1.02065331475e-06, 0.3826, 49
chebyshev, 6, 1.49999992516e-06, 0.205553, 106
cityblock, 6, 2.98202658655e-06, 0.023189, 4
cosine, 6, 2.12320145465e-07, 1.844629, 1380
euclidean, 6, 2.10250492216e-06, 0.047371, 5
hamming, 6, 6.66666636562e-07, 1.393363, 975
minkowski-0.5n, 6, 1.83900219497e-06, 0.105801, 7
minkowski-n, 6, 1.85476709191e-06, 0.3906, 24
null, 6, 0.0, 1.193563, 1477
seuclidean, 6, nan, 1.941368, 893
sqeuclidean, 6, 3.98202652718e-06, 0.020323, 4
canberra, 6, 1.0111418618e-06, 0.084615, 27
chebyshev, 6, 4.99999970316e-07, 0.044864, 11
cityblock, 6, 1.7162274446e-06, 0.012243, 3
cosine, 6, 8.59606643644e-08, 1.035718, 603
euclidean, 6, 1.08225289353e-06, 0.012513, 3
hamming, 6, 4.16666637193e-07, 0.602356, 301
minkowski-0.5n, 6, 8.5498793112e-07, 0.050835, 5
minkowski-n, 6, 6.53830213082e-07, 0.064022, 8
null, 6, 0.0, 0.857981, 1076
seuclidean, 6, nan, 1.899589, 1083
sqeuclidean, 6, 1.7162274446e-06, 0.011687, 3
canberra, 6, 1.92751707573e-06, 0.085162, 21
chebyshev, 6, 1.49999992516e-06, 0.094365, 66
cityblock, 6, 2.66422186712e-06, 0.030665, 6
cosine, 6, 2.74759329955e-07, 0.667919, 717
euclidean, 6, 1.98936267282e-06, 0.014348, 5
hamming, 6, 6.66666636562e-07, 0.492399, 493
minkowski-0.5n, 6, 1.90233085107e-06, 0.05299, 18
minkowski-n, 6, 1.77774901999e-06, 0.146648, 36
null, 6, 0.0, 0.559959, 819
seuclidean, 6, nan, 0.708738, 624
sqeuclidean, 6, 3.6632134055e-06, 0.014942, 5
canberra, 6, 7.07679802758e-07, 0.072972, 10
chebyshev, 6, 4.99999970316e-07, 0.045742, 12
cityblock, 6, 1.1076797648e-06, 0.018271, 3
cosine, 6, 5.97956102411e-08, 0.856551, 485
euclidean, 6, 8.1478657421e-07, 0.020946, 3
hamming, 6, 4.16666651404e-07, 0.4861, 186
minkowski-0.5n, 6, 8.20497163545e-07, 0.075991, 4
minkowski-n, 6, 6.53830227293e-07, 0.164866, 8
null, 6, 0.0, 0.657217, 747
seuclidean, 6, nan, 1.660545, 1054
sqeuclidean, 6, 1.1076797648e-06, 0.018118, 3
canberra, 6, 9.8149170924e-07, 0.055883, 8
chebyshev, 6, 4.99999970316e-07, 0.025124, 7
cityblock, 6, 2.03508174934e-06, 0.0137, 3
cosine, 6, 5.96144928977e-08, 0.863149, 362
euclidean, 6, 1.03033330845e-06, 0.012213, 3
hamming, 6, 4.16666637193e-07, 0.548197, 244
minkowski-0.5n, 6, 8.2403384738e-07, 0.013547, 3
minkowski-n, 6, 6.53830227293e-07, 0.023811, 4
null, 6, 0.0, 0.465187, 607
seuclidean, 6, nan, 1.198291, 455
sqeuclidean, 6, 2.03508174934e-06, 0.014304, 3
canberra, 6, 7.1116406275e-07, 0.010846, 6
chebyshev, 6, 4.99999970316e-07, 0.03882, 23
cityblock, 6, 6.27206759418e-07, 0.00700399999999, 3
cosine, 6, 8.7521030423e-08, 0.187785, 146
euclidean, 6, 7.51604162019e-07, 0.00810000000001, 4
hamming, 6, 2.49999999369e-07, 0.163859, 161
minkowski-0.5n, 6, 6.7445790819e-07, 0.010891, 5
minkowski-n, 6, 6.00468467837e-07, 0.03488, 11
null, 6, 0.0, 0.237285, 353
seuclidean, 6, nan, 0.274095, 76
sqeuclidean, 6, 6.27206759418e-07, 0.00664499999999, 3
canberra, 6, 9.33333296871e-07, 0.312137, 27
chebyshev, 6, 4.99999970316e-07, 0.050274, 11
cityblock, 6, 1.46101508847e-06, 0.014218, 3
cosine, 6, 3.84068954418e-08, 2.084951, 526
euclidean, 6, 9.99999969054e-07, 0.06074, 4
hamming, 6, 3.33333318281e-07, 1.862362, 531
minkowski-0.5n, 6, 7.93700479562e-07, 0.033625, 3
minkowski-n, 6, 6.29960510423e-07, 0.045969, 7
null, 6, 0.0, 0.895656, 980
seuclidean, 6, nan, 6.316676, 2236
sqeuclidean, 6, 1.46101508847e-06, 0.01553, 3
canberra, 6, 9.45144080333e-07, 0.128608, 23
chebyshev, 6, 4.99999970316e-07, 0.060824, 34
cityblock, 6, 1.57074578055e-06, 0.021716, 4
cosine, 6, 9.96796245545e-08, 1.307937, 712
euclidean, 6, 1.04640740517e-06, 0.093621, 8
hamming, 6, 4.16666651404e-07, 1.099502, 459
minkowski-0.5n, 6, 8.54987945331e-07, 0.071787, 14
minkowski-n, 6, 6.53830213082e-07, 0.175545, 28
null, 6, 0.0, 0.964648, 1137
seuclidean, 6, nan, 2.696313, 979
sqeuclidean, 6, 1.57074578055e-06, 0.023427, 4
canberra, 6, 3.10967006101e-06, 0.067608, 30
chebyshev, 6, 1.49999992516e-06, 0.105787, 33
cityblock, 6, 3.63675243875e-06, 0.010504, 4
cosine, 6, 5.28614592099e-07, 2.192025, 823
euclidean, 6, 2.76740365734e-06, 0.032076, 6
hamming, 6, 8.33333288597e-07, 1.900999, 892
minkowski-0.5n, 6, 2.22001843042e-06, 0.094456, 10
minkowski-n, 6, 1.79936925804e-06, 0.107588, 20
null, 6, 0.0, 1.89432, 2226
seuclidean, 6, nan, 5.528435, 809
sqeuclidean, 6, 5.63675233423e-06, 0.010463, 4
canberra, 6, 1.99025758718e-06, 0.136502, 15
chebyshev, 6, 1.49999992516e-06, 0.045572, 11
cityblock, 6, 4.86164736913e-06, 0.0207150000001, 4
cosine, 6, 1.48563472635e-07, 2.106558, 852
euclidean, 6, 2.60803471974e-06, 0.01884, 4
hamming, 6, 8.33333288597e-07, 1.262069, 421
minkowski-0.5n, 6, 2.15090921074e-06, 0.023728, 4
minkowski-n, 6, 1.75819394599e-06, 0.020443, 4
null, 6, 0.0, 1.319501, 1324
seuclidean, 6, nan, 5.290179, 785
sqeuclidean, 6, 6.86164727881e-06, 0.023203, 4
canberra, 6, 3.44667810737e-07, 0.031639, 10
chebyshev, 6, 4.99999970316e-07, 0.017512, 4
cityblock, 6, 1.30855590896e-06, 0.011544, 3
cosine, 6, 4.55533637478e-08, 0.451428, 183
euclidean, 6, 7.69620839947e-07, 0.018202, 3
hamming, 6, 3.33333318281e-07, 0.4337, 94
minkowski-0.5n, 6, 6.92474571906e-07, 0.019346, 3
minkowski-n, 6, 6.23745052053e-07, 0.01637, 3
null, 6, 0.0, 0.214491, 242
seuclidean, 6, nan, 3.737042, 1658
sqeuclidean, 6, 1.30855590896e-06, 0.012342, 3
canberra, 6, 8.85764535496e-07, 0.050687, 12
chebyshev, 6, 4.99999970316e-07, 0.026735, 9
cityblock, 6, 1.63957012944e-06, 0.012892, 3
cosine, 6, 7.89473801888e-08, 0.924744, 287
euclidean, 6, 9.85123278952e-07, 0.00957, 3
hamming, 6, 4.99999970316e-07, 0.249457, 132
minkowski-0.5n, 6, 8.40222639908e-07, 0.010068, 3
minkowski-n, 6, 6.74003047152e-07, 0.026293, 6
null, 6, 0.0, 0.437935, 512
seuclidean, 6, nan, 4.098425, 2183
sqeuclidean, 6, 1.63957012944e-06, 0.026364, 3
canberra, 6, 5.9999997859e-07, 0.02412, 10
chebyshev, 6, 4.99999970316e-07, 0.023727, 9
cityblock, 6, 9.6365788238e-07, 0.00846799999999, 3
cosine, 6, 2.61209009977e-08, 0.315968, 211
euclidean, 6, 7.07106778464e-07, 0.010614, 3
hamming, 6, 1.66666652035e-07, 0.375141, 123
minkowski-0.5n, 6, 6.29960510423e-07, 0.011347, 3
minkowski-n, 6, 5.6123099057e-07, 0.022279, 3
null, 6, 0.0, 0.333212, 412
seuclidean, 6, nan, 2.043138, 1562
sqeuclidean, 6, 9.6365788238e-07, 0.00922800000001, 3
canberra, 6, 8.33333317019e-07, 0.04191, 16
chebyshev, 6, 4.99999970316e-07, 0.064992, 35
cityblock, 6, 6.17264333869e-07, 0.012352, 3
cosine, 6, 6.35642152247e-08, 0.772186, 498
euclidean, 6, 8.66025388291e-07, 0.030134, 8
hamming, 6, 2.49999999369e-07, 0.631621, 428
minkowski-0.5n, 6, 7.2112477767e-07, 0.078914, 18
minkowski-n, 6, 6.00468467837e-07, 0.089501, 28
null, 6, 0.0, 0.610472, 813
seuclidean, 6, nan, 0.53153, 205
sqeuclidean, 6, 6.17264333869e-07, 0.011218, 3
canberra, 6, 9.86381024859e-07, 0.02502, 17
chebyshev, 6, 4.99999970316e-07, 0.069364, 47
cityblock, 6, 1.31971434314e-06, 0.0131, 4
cosine, 6, 7.35985707934e-08, 0.622908, 521
euclidean, 6, 8.66025359869e-07, 0.019942, 8
hamming, 6, 2.49999999369e-07, 0.521178, 386
minkowski-0.5n, 6, 7.21124763459e-07, 0.140543, 25
minkowski-n, 6, 6.00468453626e-07, 0.114992, 36
null, 6, 0.0, 0.812254, 1143
seuclidean, 6, nan, 1.18239, 934
sqeuclidean, 6, 1.31971434314e-06, 0.012965, 4
canberra, 6, 0.0, 0.00480800000003, 2
chebyshev, 6, 0.0, 0.005314, 2
cityblock, 6, 0.0, 0.00440499999996, 2
cosine, 6, 0.0, 0.135294, 13
euclidean, 6, 0.0, 0.00482700000003, 2
hamming, 6, 0.0, 0.00428099999999, 2
minkowski-0.5n, 6, 0.0, 0.00482299999999, 2
minkowski-n, 6, 0.0, 0.00481299999996, 2
null, 6, 0.0, 0.031866, 33
seuclidean, 6, nan, 0.109126, 14
sqeuclidean, 6, 0.0, 0.00507500000003, 2
canberra, 6, 1.16919731852e-06, 0.02548, 7
chebyshev, 6, 4.99999970316e-07, 0.029517, 6
cityblock, 6, 1.5025306368e-06, 0.009546, 3
cosine, 6, 7.86675826703e-08, 1.163376, 353
euclidean, 6, 1.209637432e-06, 0.009186, 3
hamming, 6, 4.16666651404e-07, 0.922452, 312
minkowski-0.5n, 6, 9.07806054329e-07, 0.018453, 3
minkowski-n, 6, 6.53830213082e-07, 0.026624, 4
null, 6, 0.0, 0.661573, 702
seuclidean, 6, nan, 5.357016, 2426
sqeuclidean, 6, 1.5025306368e-06, 0.011727, 3
canberra, 6, 7.82723418524e-07, 0.525134, 99
chebyshev, 6, 4.99999970316e-07, 0.119452, 71
cityblock, 6, 1.2232787725e-06, 0.053034, 5
cosine, 6, 7.39935615002e-08, 1.015376, 904
euclidean, 6, 8.82082161979e-07, 0.145397, 11
hamming, 6, 4.16666651404e-07, 0.952475, 489
minkowski-0.5n, 6, 8.54987945331e-07, 0.274857, 27
minkowski-n, 6, 6.53830213082e-07, 0.160164, 49
null, 6, 0.0, 0.906263, 1175
seuclidean, 6, nan, 1.25029, 327
sqeuclidean, 6, 1.2232787725e-06, 0.036267, 4
canberra, 6, 2.48299546968e-06, 0.120594, 46
chebyshev, 6, 1.49999989674e-06, 0.479343, 190
cityblock, 6, 3.08627025447e-06, 0.023986, 5
cosine, 6, 2.76727647019e-07, 1.500508, 1472
euclidean, 6, 2.53703382214e-06, 0.166215, 19
hamming, 6, 8.33333274386e-07, 1.580059, 1397
minkowski-0.5n, 6, 2.18918864903e-06, 0.490054, 46
minkowski-n, 6, 1.78063459089e-06, 0.595259, 236
null, 6, 0.0, 1.185126, 1690
seuclidean, 6, nan, 1.755969, 899
sqeuclidean, 6, 4.0862701951e-06, 0.027708, 5
canberra, 6, 2.63251962451e-06, 0.262656, 51
chebyshev, 6, 1.49999989674e-06, 0.167115, 88
cityblock, 6, 3.77599801027e-06, 0.046244, 5
cosine, 6, 2.66663448656e-07, 1.112818, 1137
euclidean, 6, 2.65235530605e-06, 0.109646, 8
hamming, 6, 6.66666636562e-07, 0.995946, 932
minkowski-0.5n, 6, 2.1858560757e-06, 0.228259, 20
minkowski-n, 6, 1.72727281722e-06, 0.257927, 54
null, 6, 0.0, 0.889959, 1214
seuclidean, 6, nan, 0.850691, 370
sqeuclidean, 6, 4.7759979509e-06, 0.04397, 5
canberra, 6, 6.66666650773e-07, 0.040109, 11
chebyshev, 6, 4.99999970316e-07, 0.059906, 37
cityblock, 6, 9.99999969054e-07, 0.020011, 4
cosine, 6, 5.90414543922e-08, 1.019896, 920
euclidean, 6, 7.07106750042e-07, 0.012381, 5
hamming, 6, 1.66666652035e-07, 0.364901, 249
minkowski-0.5n, 6, 6.29960510423e-07, 0.064217, 11
minkowski-n, 6, 5.61231018992e-07, 0.080239, 23
null, 6, 0.0, 0.54252, 745
seuclidean, 6, nan, 1.208503, 964
sqeuclidean, 6, 9.99999969054e-07, 0.019019, 4
canberra, 6, 3.46011496788e-06, 0.08688, 31
chebyshev, 6, 1.49999992516e-06, 0.066102, 26
cityblock, 6, 5.11011488413e-06, 0.019424, 4
cosine, 6, 4.88332702275e-07, 1.227212, 748
euclidean, 6, 2.89866224534e-06, 0.022166, 4
hamming, 6, 7.49999955474e-07, 1.130421, 854
minkowski-0.5n, 6, 2.38733551328e-06, 0.029371, 4
minkowski-n, 6, 1.85580732648e-06, 0.047114, 5
null, 6, 0.0, 0.979463, 1255
seuclidean, 6, nan, 2.028344, 816
sqeuclidean, 6, 7.11011477961e-06, 0.017329, 4
canberra, 6, 0.0, 0.022003, 2
chebyshev, 6, 0.0, 0.020594, 2
cityblock, 6, 0.0, 0.019265, 2
cosine, 6, 0.0, 0.525032, 64
euclidean, 6, 0.0, 0.020165, 2
hamming, 6, 0.0, 0.034943, 5
minkowski-0.5n, 6, 0.0, 0.03135, 2
minkowski-n, 6, 0.0, 0.023653, 2
null, 6, 0.0, 0.24129, 256
seuclidean, 6, nan, 4.106338, 2177
sqeuclidean, 6, 0.0, 0.023086, 2
canberra, 6, 9.99999969054e-07, 0.393673, 42
chebyshev, 6, 4.99999970316e-07, 0.084217, 49
cityblock, 6, 1.06348612405e-06, 0.040813, 4
cosine, 6, 5.27863903699e-08, 1.135118, 934
euclidean, 6, 9.99999969054e-07, 0.205998, 26
hamming, 6, 3.33333318281e-07, 0.833788, 334
minkowski-0.5n, 6, 7.93700479562e-07, 0.18708, 25
minkowski-n, 6, 6.29960510423e-07, 0.159154, 33
null, 6, 0.0, 0.87002, 1171
seuclidean, 6, nan, 1.83978, 1131
sqeuclidean, 6, 1.06348612405e-06, 0.03934, 4
canberra, 6, 2.31142051632e-06, 0.283654, 40
chebyshev, 6, 1.49999992516e-06, 0.091202, 45
cityblock, 6, 5.25237592797e-06, 0.018842, 4
cosine, 6, 1.45387929251e-07, 1.41555, 1506
euclidean, 6, 2.76064142213e-06, 0.030603, 6
hamming, 6, 6.6666660814e-07, 1.47938, 1150
minkowski-0.5n, 6, 2.29850010669e-06, 0.188754, 17
minkowski-n, 6, 1.8319375954e-06, 0.330989, 28
null, 6, 0.0, 1.272828, 1690
seuclidean, 6, nan, 1.550155, 580
sqeuclidean, 6, 7.25237583765e-06, 0.034113, 4
canberra, 6, 5.91799704353e-07, 0.078068, 7
chebyshev, 6, 4.99999998738e-07, 0.093877, 16
cityblock, 6, 1.20447951701e-06, 0.020166, 3
cosine, 6, 9.70885167817e-08, 0.424888, 143
euclidean, 6, 8.1977266575e-07, 0.010863, 3
hamming, 6, 4.16666637193e-07, 0.486493, 70
minkowski-0.5n, 6, 7.4262641192e-07, 0.022794, 3
minkowski-n, 6, 6.73896920489e-07, 0.026274, 3
null, 6, 0.0, 0.417309, 266
seuclidean, 6, nan, 2.273321, 1696
sqeuclidean, 6, 1.20447951701e-06, 0.008217, 3
canberra, 6, 0.0, 0.00734199999999, 2
chebyshev, 6, 0.0, 0.006395, 2
cityblock, 6, 0.0, 0.00679300000002, 2
cosine, 6, 0.0, 0.111635, 43
euclidean, 6, 0.0, 0.007383, 2
hamming, 6, 0.0, 0.022392, 6
minkowski-0.5n, 6, 0.0, 0.00757500000003, 2
minkowski-n, 6, 0.0, 0.007676, 2
null, 6, 0.0, 0.059882, 77
seuclidean, 6, nan, 0.080179, 11
sqeuclidean, 6, 0.0, 0.00710799999996, 2
canberra, 6, 2.3519076251e-06, 0.051914, 15
chebyshev, 6, 1.49999992516e-06, 0.14604, 68
cityblock, 6, 4.11852676052e-06, 0.023114, 4
cosine, 6, 3.8762755139e-07, 1.171968, 991
euclidean, 6, 2.45456878645e-06, 0.040034, 6
hamming, 6, 8.33333288597e-07, 0.862949, 680
minkowski-0.5n, 6, 2.14208071725e-06, 0.098873, 10
minkowski-n, 6, 1.75819391757e-06, 0.183274, 52
null, 6, 0.0, 0.76551, 1069
seuclidean, 6, nan, 1.001745, 465
sqeuclidean, 6, 5.11852671536e-06, 0.017971, 4
canberra, 6, 7.66666644836e-07, 0.581446, 65
chebyshev, 6, 4.99999970316e-07, 0.086586, 61
cityblock, 6, 9.59570868986e-07, 0.019309, 3
cosine, 6, 2.30895125242e-08, 1.380652, 746
euclidean, 6, 8.66025359869e-07, 0.033049, 4
hamming, 6, 2.49999999369e-07, 0.750093, 359
minkowski-0.5n, 6, 7.21124763459e-07, 0.159152, 13
minkowski-n, 6, 6.00468453626e-07, 0.112959, 37
null, 6, 0.0, 0.829656, 1002
seuclidean, 6, nan, 2.650357, 1236
sqeuclidean, 6, 9.59570868986e-07, 0.01999, 3
canberra, 6, 1.34999993406e-06, 0.308241, 60
chebyshev, 6, 1.49999992516e-06, 0.154875, 90
cityblock, 6, 3.74574608486e-06, 0.025957, 5
cosine, 6, 1.11482620468e-07, 1.823273, 1143
euclidean, 6, 2.13648831959e-06, 0.020392, 6
hamming, 6, 4.99999970316e-07, 1.356005, 721
minkowski-0.5n, 6, 1.95100776068e-06, 0.069734, 15
minkowski-n, 6, 1.72438723212e-06, 0.231142, 47
null, 6, 0.0, 1.246644, 1586
seuclidean, 6, nan, 3.231973, 966
sqeuclidean, 6, 4.7457460397e-06, 0.020631, 5
canberra, 6, 1.41471798543e-06, 0.333041, 29
chebyshev, 6, 1.49999989674e-06, 0.153186, 67
cityblock, 6, 2.41632621112e-06, 0.075948, 5
cosine, 6, 1.79941636702e-07, 1.428636, 754
euclidean, 6, 1.95219236332e-06, 0.085916, 7
hamming, 6, 4.99999970316e-07, 1.211009, 411
minkowski-0.5n, 6, 1.7970540398e-06, 0.067065, 12
minkowski-n, 6, 1.61316067704e-06, 0.048046, 14
null, 6, 0.0, 1.018447, 1224
seuclidean, 6, nan, 3.28659, 1354
sqeuclidean, 6, 4.22316419701e-06, 0.028815, 4
canberra, 6, 1.53330903174e-06, 0.323963, 52
chebyshev, 6, 1.49999992516e-06, 0.205488, 111
cityblock, 6, 2.31356234792e-06, 0.018531, 4
cosine, 6, 2.96746762274e-07, 1.939914, 903
euclidean, 6, 1.94849398838e-06, 0.04974, 6
hamming, 6, 8.33333288597e-07, 1.357112, 563
minkowski-0.5n, 6, 1.72382021901e-06, 0.118395, 12
minkowski-n, 6, 1.78063461931e-06, 0.208952, 32
null, 6, 0.0, 1.082473, 1313
seuclidean, 6, nan, 2.465327, 923
sqeuclidean, 6, 3.31356228855e-06, 0.02167, 4
canberra, 6, 1.70584119985e-06, 0.199883, 22
chebyshev, 6, 1.49999992516e-06, 0.10912, 37
cityblock, 6, 2.73225380454e-06, 0.019864, 4
cosine, 6, 1.71868919097e-07, 1.625756, 1003
euclidean, 6, 2.04475931298e-06, 0.02851, 5
hamming, 6, 5.8333331765e-07, 1.333206, 572
minkowski-0.5n, 6, 1.82008554361e-06, 0.050585, 9
minkowski-n, 6, 1.74213454329e-06, 0.116967, 13
null, 6, 0.0, 1.283766, 1466
seuclidean, 6, nan, 2.045972, 222
sqeuclidean, 6, 3.73225374517e-06, 0.02411, 4
canberra, 6, 5.53367925704e-07, 0.078558, 7
chebyshev, 6, 4.99999970316e-07, 0.03856, 11
cityblock, 6, 1.05492796365e-06, 0.043602, 4
cosine, 6, 5.45645946204e-08, 0.810766, 222
euclidean, 6, 7.62034773061e-07, 0.012126, 3
hamming, 6, 4.16666651404e-07, 0.239017, 96
minkowski-0.5n, 6, 6.8488850502e-07, 0.014381, 3
minkowski-n, 6, 6.24196999865e-07, 0.050353, 7
null, 6, 0.0, 0.315138, 384
seuclidean, 6, nan, 2.530596, 1524
sqeuclidean, 6, 1.05492796365e-06, 0.0401629999999, 4
canberra, 6, 7.61659023851e-07, 0.027273, 14
chebyshev, 6, 4.99999970316e-07, 0.043608, 23
cityblock, 6, 6.91869161074e-07, 0.00764000000004, 3
cosine, 6, 1.34851617872e-07, 0.741247, 367
euclidean, 6, 8.02099137331e-07, 0.013158, 5
hamming, 6, 4.99999970316e-07, 0.408578, 231
minkowski-0.5n, 6, 8.21936936291e-07, 0.023806, 7
minkowski-n, 6, 6.74003032941e-07, 0.068552, 17
null, 6, 0.0, 0.590051, 704
seuclidean, 6, nan, 2.277062, 1536
sqeuclidean, 6, 6.91869161074e-07, 0.010021, 3
canberra, 6, 5.00196193798e-07, 0.047428, 11
chebyshev, 6, 4.99999970316e-07, 0.031504, 9
cityblock, 6, 1.20839216322e-06, 0.017799, 3
cosine, 6, 6.47142570642e-08, 1.090872, 870
euclidean, 6, 7.659524357e-07, 0.012391, 3
hamming, 6, 4.16666651404e-07, 0.362654, 130
minkowski-0.5n, 6, 6.88806196081e-07, 0.013531, 3
minkowski-n, 6, 6.00664677108e-07, 0.018793, 4
null, 6, 0.0, 0.360327, 434
seuclidean, 6, nan, 2.338556, 1377
sqeuclidean, 6, 1.20839216322e-06, 0.013105, 3
canberra, 6, 2.60760285187e-06, 0.221205, 58
